Gene_accession no.	class
blaCTX-M-162_1_KP681697	beta-lactam
blaCTX-M-163_1_KP681698	beta-lactam
blaCTX-M-164_1_KP727571	beta-lactam
blaCTX-M-165_1_KP727572	beta-lactam
blaCTX-M-166_1_KU978909	beta-lactam
blaCTX-M-167_1_KR537428	beta-lactam
blaCTX-M-168_1_KR537429	beta-lactam
blaCTX-M-169_1_KR779864	beta-lactam
blaCTX-M-170_1_KR822223	beta-lactam
blaCTX-M-171_1_KT277545	beta-lactam
blaCTX-M-172_1_KT251041	beta-lactam
blaCTX-M-173_1_KT997884	beta-lactam
blaCTX-M-174_1_KT997886	beta-lactam
blaCTX-M-175_1_KT997887	beta-lactam
blaCTX-M-176_1_KT997888	beta-lactam
blaCTX-M-177_1_KT997889	beta-lactam
blaCTX-M-179_1_KU705393	beta-lactam
blaCTX-M-180_1_KX056899	beta-lactam
blaCTX-M-181_1_KX056900	beta-lactam
blaCTX-M-182_1_KX056901	beta-lactam
blaCTX-M-183_1_KX263246	beta-lactam
blaCTX-M-184_1_KX263247	beta-lactam
blaCTX-M-186_1_KX446939	beta-lactam
blaCTX-M-188_1_KX676491	beta-lactam
blaCTX-M-189_1_FJ657512	beta-lactam
blaCTX-M-190_1_KX664469	beta-lactam
blaCTX-M-191_1_KY271097	beta-lactam
blaCTX-M-192_1_KY271098	beta-lactam
blaCTX-M-193_1_KY563766	beta-lactam
blaCTX-M-194_1_KY563767	beta-lactam
blaCTX-M-195_1_KY563768	beta-lactam
blaCTX-M-196_1_KY563769	beta-lactam
blaCTX-M-197_1_KY646303	beta-lactam
blaCTX-M-198_1_KY646304	beta-lactam
blaCTX-M-199_1_KY786032	beta-lactam
blaCTX-M-200_1_KY997188	beta-lactam
blaCTX-M-201_1_KY997189	beta-lactam
blaCTX-M-202_1_MF195067	beta-lactam
blaCTX-M-203_1_MF196230	beta-lactam
blaCTX-M-204_1_MF281085	beta-lactam
blaCTX-M-206_1_KJ802520	beta-lactam
blaCTX-M-207_1_LC348384	beta-lactam
blaCTX-M-208_1_MH067958	beta-lactam
blaCTX-M-209_1_MH067959	beta-lactam
blaCTX-M-210_1_MH067960	beta-lactam
blaCTX-M-211_1_MH067961	beta-lactam
blaCTX-M-212_1_MH067962	beta-lactam
blaCTX-M-213_1_MH094805	beta-lactam
blaCTX-M-214_1_MH121688	beta-lactam
blaCTX-M-216_1_MH243352	beta-lactam
blaCTX-M-217_1_MH243354	beta-lactam
blaCTX-M-218_1_MH243358	beta-lactam
blaCTX-M-219_1_CP019080	beta-lactam
blaCTX-M-220_1_MH450163	beta-lactam
blaKPC-2_1_AY034847	beta-lactam
blaKPC-3_1_HM769262	beta-lactam
blaKPC-4_1_FJ473382	beta-lactam
blaKPC-5_1_EU400222	beta-lactam
blaKPC-6_1_EU555534	beta-lactam
blaKPC-7_1_EU729727	beta-lactam
blaKPC-8_1_FJ234412	beta-lactam
blaKPC-9_1_FJ624872	beta-lactam
blaKPC-10_1_GQ140348	beta-lactam
blaKPC-11_1_HM066995	beta-lactam
blaKPC-12_1_HQ641422	beta-lactam
blaKPC-13_1_HQ342889	beta-lactam
blaKPC-14_1_JX524191	beta-lactam
blaKPC-15_1_KC433553	beta-lactam
blaKPC-16_1_KC465199	beta-lactam
blaKPC-17_1_KC465200	beta-lactam
blaKPC-18_1_KT884517	beta-lactam
blaKPC-19_1_KJ775801	beta-lactam
blaKPC-21_1_LN609376	beta-lactam
blaKPC-22_1_KM379100	beta-lactam
blaKPC-23_1_MH450213	beta-lactam
blaKPC-24_1_KR052099	beta-lactam
blaKPC-25_1_KU216748	beta-lactam
blaKPC-26_1_KX619622	beta-lactam
blaKPC-27_1_KX828722	beta-lactam
blaKPC-28_1_KY282958	beta-lactam
blaKPC-29_1_KY563764	beta-lactam
blaKPC-30_1_KY646302	beta-lactam
blaKPC-31_1_MAPH01000113	beta-lactam
blaKPC-32_1_MAPO01000050	beta-lactam
blaKPC-33_1_CP025144	beta-lactam
blaKPC-34_1_KU985429	beta-lactam
blaKPC-35_1_MH404098	beta-lactam
blaCMY-1_1_X92508	beta-lactam
blaCMY-2_1_X91840	beta-lactam
blaCMY-2b_1_U77414	beta-lactam
blaCMY-4_1_LNHZ01000079	beta-lactam
blaCMY-5_1_Y17716	beta-lactam
blaCMY-6_1_AJ011293	beta-lactam
blaCMY-7_1_DQ173300	beta-lactam
blaCMY-8_1_AB201268	beta-lactam
blaCMY-8b_1_DQ094251	beta-lactam
blaCMY-9_1_AB061794	beta-lactam
blaCMY-10_1_AF381615	beta-lactam
blaCMY-11_1_AF357599	beta-lactam
blaCMY-12_1_Y16785	beta-lactam
blaCMY-13_1_AY339625	beta-lactam
blaCMY-14_1_AJ555825	beta-lactam
blaCMY-15_1_AJ555823	beta-lactam
blaCMY-16_1_AJ781421	beta-lactam
blaCMY-17_1_AY513266	beta-lactam
blaCMY-18_1_AY743434	beta-lactam
blaCMY-19_1_AB194410	beta-lactam
blaCMY-20_1_AY960293	beta-lactam
blaCMY-21_1_DQ139328	beta-lactam
blaCMY-22_1_DQ256079	beta-lactam
blaCMY-23_1_DQ438952	beta-lactam
blaCMY-24_1_EF415650	beta-lactam
blaCMY-25_1_EU515249	beta-lactam
blaCMY-26_1_AB300358	beta-lactam
blaCMY-27_1_EU515250	beta-lactam
blaCMY-28_1_EF561644	beta-lactam
blaCMY-29_1_EF685371	beta-lactam
blaCMY-30_1_LMYO01000054	beta-lactam
blaCMY-31_1_EF622224	beta-lactam
blaCMY-32_1_EU496815	beta-lactam
blaCMY-33_1_EU496816	beta-lactam
blaCMY-34_1_EF394370	beta-lactam
blaCMY-35_1_EF394371	beta-lactam
blaCMY-36_1_EU331426	beta-lactam
blaCMY-37_1_AB280919	beta-lactam
blaCMY-38_1_AM931008	beta-lactam
blaCMY-39_1_AB372224	beta-lactam
blaCMY-40_1_EU515251	beta-lactam
blaCMY-41_1_AB429270	beta-lactam
blaCMY-42_1_HM146927	beta-lactam
blaCMY-43_1_FJ360626	beta-lactam
blaCMY-44_1_FJ437066	beta-lactam
blaCMY-45_1_FN546177	beta-lactam
blaCMY-46_1_FN556186	beta-lactam
blaCMY-47_1_HM046998	beta-lactam
blaCMY-48_1_HM569226	beta-lactam
blaCMY-49_1_GQ402541	beta-lactam
blaCMY-50_1_FN645444	beta-lactam
blaCMY-51_1_JQ733571	beta-lactam
blaCMY-53_1_HQ336940	beta-lactam
blaCMY-54_1_HM544039	beta-lactam
blaCMY-55_1_HM544040	beta-lactam
blaCMY-56_1_HQ322613	beta-lactam
blaCMY-57_1_HQ285243	beta-lactam
blaCMY-58_1_HQ185697	beta-lactam
blaCMY-59_1_NG_048854	beta-lactam
blaCMY-60_1_JF460794	beta-lactam
blaCMY-61_1_JF460795	beta-lactam
blaCMY-62_1_JF460796	beta-lactam
blaCMY-63_1_HQ650104	beta-lactam
blaCMY-64_1_HQ832678	beta-lactam
blaCMY-65_1_JF780936	beta-lactam
blaCMY-66_1_JN714478	beta-lactam
blaCMY-67_1_JQ711185	beta-lactam
blaCMY-68_1_JN714480	beta-lactam
blaCMY-69_1_JX049132	beta-lactam
blaCMY-70_1_JX440350	beta-lactam
blaCMY-71_1_JQ711184	beta-lactam
blaCMY-72_1_JX440352	beta-lactam
blaCMY-73_1_GQ351345	beta-lactam
blaCMY-74_1_JX440349	beta-lactam
blaCMY-75_1_JQ733572	beta-lactam
blaCMY-76_1_JQ733573	beta-lactam
blaCMY-77_1_JX440353	beta-lactam
blaCMY-78_1_JQ733575	beta-lactam
blaCMY-79_1_JQ733576	beta-lactam
blaCMY-80_1_JQ733577	beta-lactam
blaCMY-81_1_JQ733578	beta-lactam
blaCMY-82_1_KJ207203	beta-lactam
blaCMY-83_1_JX440351	beta-lactam
blaCMY-84_1_JQ733579	beta-lactam
blaCMY-85_1_KJ207202	beta-lactam
blaCMY-86_1_KJ207204	beta-lactam
blaCMY-87_1_AB699171	beta-lactam
blaCMY-89_1_HE819403	beta-lactam
blaCMY-90_1_HE819404	beta-lactam
blaCMY-93_1_KF992025	beta-lactam
blaCMY-94_1_JX514368	beta-lactam
blaCMY-95_1_JX514369	beta-lactam
blaCMY-96_1_KC007362	beta-lactam
blaCMY-97_1_KC007363	beta-lactam
blaCMY-99_1_KF305673	beta-lactam
blaCMY-100_1_KF526113	beta-lactam
blaCMY-101_1_KF526114	beta-lactam
blaCMY-102_1_KF526115	beta-lactam
blaCMY-103_1_KF526116	beta-lactam
blaCMY-104_1_KF150216	beta-lactam
blaCMY-105_1_KJ207205	beta-lactam
blaCMY-106_1_KM983294	beta-lactam
blaCMY-107_1_GQ162215	beta-lactam
blaCMY-108_1_KF564648	beta-lactam
blaCMY-109_1_AJ746169	beta-lactam
blaCMY-110_1_AB872957	beta-lactam
blaCMY-111_1_KJ155695	beta-lactam
blaCMY-112_1_KM087837	beta-lactam
blaCMY-113_1_KM087836	beta-lactam
blaCMY-114_1_KM087846	beta-lactam
blaCMY-115_1_KM087839	beta-lactam
blaCMY-116_1_KM087840	beta-lactam
blaCMY-117_1_KM087844	beta-lactam
blaCMY-118_1_KM087838	beta-lactam
blaCMY-119_1_KM087845	beta-lactam
blaCMY-121_1_KM507172	beta-lactam
blaCMY-122_1_KM985460	beta-lactam
blaCMY-124_1_KM985462	beta-lactam
blaCMY-125_1_KM985463	beta-lactam
blaCMY-127_1_KM985465	beta-lactam
blaCMY-128_1_KM985466	beta-lactam
blaCMY-129_1_KM985467	beta-lactam
blaCMY-130_1_KP207589	beta-lactam
blaCMY-131_1_KP281294	beta-lactam
blaCMY-132_1_KP862820	beta-lactam
blaCMY-133_1_KP862819	beta-lactam
blaCMY-134_1_KP860987	beta-lactam
blaCMY-135_1_KP981366	beta-lactam
blaCMY-138_1_KT997883	beta-lactam
blaCMY-139_1_KU641016	beta-lactam
blaCMY-140_1_KX354367	beta-lactam
blaCMY-141_1_KX537750	beta-lactam
blaCMY-142_1_KX881969	beta-lactam
blaCMY-143_1_KY009534	beta-lactam
blaCMY-144_1_KY066478	beta-lactam
blaCMY-145_1_KX470426	beta-lactam
blaCMY-146_1_KX034085	beta-lactam
blaCMY-147_1_KY563765	beta-lactam
blaCMY-148_1_KY624573	beta-lactam
blaCMY-149_1_KY624574	beta-lactam
blaCMY-150_1_QCWX01000028	beta-lactam
blaCMY-151_1_KY780116	beta-lactam
blaCMY-152_1_KY978224	beta-lactam
blaCMY-153_1_MF042206	beta-lactam
blaCMY-154_1_MF196231	beta-lactam
blaCMY-155_1_KR261698	beta-lactam
blaCMY-156_1_MF770636	beta-lactam
blaDHA-1_1_Y16410	beta-lactam
blaDHA-2_1_AF259520	beta-lactam
blaDHA-3_1_AY494945	beta-lactam
blaDHA-4_1_CP026046	beta-lactam
blaDHA-5_1_JF273491	beta-lactam
blaDHA-6_1_HQ322612	beta-lactam
blaDHA-7_1_HQ456945	beta-lactam
blaDHA-9_1_KJ207201	beta-lactam
blaDHA-10_1_KP050490	beta-lactam
blaDHA-12_1_HG798963	beta-lactam
blaDHA-13_1_KM087855	beta-lactam
blaDHA-14_1_DQ478687	beta-lactam
blaDHA-15_1_KM087853	beta-lactam
blaDHA-16_1_KM087852	beta-lactam
blaDHA-17_1_KM087850	beta-lactam
blaDHA-18_1_KM087841	beta-lactam
blaDHA-19_1_KM087849	beta-lactam
blaDHA-20_1_KM087848	beta-lactam
blaDHA-21_1_KM087847	beta-lactam
blaDHA-22_1_KM087856	beta-lactam
blaDHA-23_1_KX068223	beta-lactam
blaDHA-24_1_KU759569	beta-lactam
blaDHA-25_1_KY563770	beta-lactam
blaDHA-26_1_MH067966	beta-lactam
blaDHA-27_1_MH067965	beta-lactam
blaACC-1_1_AJ133121	beta-lactam
blaACC-1_2_HG530658	beta-lactam
blaACC-1a_1_AF180953	beta-lactam
blaACC-1b_1_AF180955	beta-lactam
blaACC-1c_1_AF180959	beta-lactam
blaACC-1d_1_ADCU02000001	beta-lactam
blaACC-2_1_AF180952	beta-lactam
blaACC-3_1_AF180958	beta-lactam
blaACC-4_1_KM087831	beta-lactam
blaACC-5_1_HE819401	beta-lactam
blaACC-7_1_MG028657	beta-lactam
blaTEM-1A_1_HM749966	beta-lactam
blaTEM-1B_1_AY458016	beta-lactam
blaTEM-1C_1_FJ560503	beta-lactam
blaTEM-1D_1_AF188200	beta-lactam
blaTEM-2_1_X54606	beta-lactam
blaTEM-2_2_AJ251946	beta-lactam
blaTEM-3_1_X64523	beta-lactam
blaTEM-4_1_LK391770	beta-lactam
blaTEM-6_1_X57972	beta-lactam
blaTEM-8_1_X65252	beta-lactam
blaTEM-9_1_KY271103	beta-lactam
blaTEM-10_1_AF093512	beta-lactam
blaTEM-11_1_AY874537	beta-lactam
blaTEM-12_1_M88143	beta-lactam
blaTEM-15_1_AM849805	beta-lactam
blaTEM-16_1_X65254	beta-lactam
blaTEM-17_1_Y14574	beta-lactam
blaTEM-19_1_JX042489	beta-lactam
blaTEM-20_1_EU527189	beta-lactam
blaTEM-21_1_Y17582	beta-lactam
blaTEM-22_1_Y17583	beta-lactam
blaTEM-24_1_GQ293500	beta-lactam
blaTEM-26_1_LDCJ01000052	beta-lactam
blaTEM-28_1_U37195	beta-lactam
blaTEM-29_1_DQ269440	beta-lactam
blaTEM-30_1_AJ437107	beta-lactam
blaTEM-32_1_CXLQ01000061	beta-lactam
blaTEM-33_1_GU371926	beta-lactam
blaTEM-34_1_KC292503	beta-lactam
blaTEM-35_1_KP860986	beta-lactam
blaTEM-36_1_KY305958	beta-lactam
blaTEM-40_1_FR717535	beta-lactam
blaTEM-43_1_U95363	beta-lactam
blaTEM-45_1_X95401	beta-lactam
blaTEM-47_1_Y10279	beta-lactam
blaTEM-48_1_Y10280	beta-lactam
blaTEM-49_1_Y10281	beta-lactam
blaTEM-52_1_Y13612	beta-lactam
blaTEM-52B_1_AF027199	beta-lactam
blaTEM-52C_2_EF141186	beta-lactam
blaTEM-53_1_AF104441	beta-lactam
blaTEM-54_1_AF104442	beta-lactam
blaTEM-55_1_DQ286729	beta-lactam
blaTEM-57_1_FJ405211	beta-lactam
blaTEM-60_1_AF047171	beta-lactam
blaTEM-63_1_AF332513	beta-lactam
blaTEM-67_1_AF091113	beta-lactam
blaTEM-68_1_AJ239002	beta-lactam
blaTEM-70_1_AF188199	beta-lactam
blaTEM-71_1_AF203816	beta-lactam
blaTEM-72_1_AF157553	beta-lactam
blaTEM-76_1_AF190694	beta-lactam
blaTEM-77_1_AF190695	beta-lactam
blaTEM-78_1_AF190693	beta-lactam
blaTEM-79_1_AF190692	beta-lactam
blaTEM-80_1_AF347054	beta-lactam
blaTEM-81_1_AF427127	beta-lactam
blaTEM-82_1_AF427128	beta-lactam
blaTEM-83_1_AF427129	beta-lactam
blaTEM-84_1_AF427130	beta-lactam
blaTEM-85_1_AJ277414	beta-lactam
blaTEM-86_1_AJ277415	beta-lactam
blaTEM-87_1_AF250872	beta-lactam
blaTEM-88_1_AY027590	beta-lactam
blaTEM-90_1_AF351241	beta-lactam
blaTEM-91_1_AB049569	beta-lactam
blaTEM-92_1_AF143804	beta-lactam
blaTEM-93_1_AJ318093	beta-lactam
blaTEM-94_1_AJ318094	beta-lactam
blaTEM-95_1_AJ308558	beta-lactam
blaTEM-96_1_AY092401	beta-lactam
blaTEM-97_1_AF397067	beta-lactam
blaTEM-98_1_AF397068	beta-lactam
blaTEM-99_1_AF397066	beta-lactam
blaTEM-101_1_AF495873	beta-lactam
blaTEM-102_1_AY040093	beta-lactam
blaTEM-104_1_AF516719	beta-lactam
blaTEM-105_1_AF516720	beta-lactam
blaTEM-106_1_AY101578	beta-lactam
blaTEM-107_1_AY101764	beta-lactam
blaTEM-108_1_AF506748	beta-lactam
blaTEM-109_1_AY628175	beta-lactam
blaTEM-110_1_AY072920	beta-lactam
blaTEM-111_1_AF468003	beta-lactam
blaTEM-112_1_AY589493	beta-lactam
blaTEM-113_1_AY589494	beta-lactam
blaTEM-114_1_AY589495	beta-lactam
blaTEM-115_1_AF535127	beta-lactam
blaTEM-116_1_AY425988	beta-lactam
blaTEM-120_1_AY243512	beta-lactam
blaTEM-121_1_AY307374	beta-lactam
blaTEM-122_1_AY307100	beta-lactam
blaTEM-123_1_AY327539	beta-lactam
blaTEM-124_1_AY327540	beta-lactam
blaTEM-125_1_AY628176	beta-lactam
blaTEM-126_1_AY628199	beta-lactam
blaTEM-127_1_AY368236	beta-lactam
blaTEM-128_1_AY368237	beta-lactam
blaTEM-129_1_AJ746225	beta-lactam
blaTEM-130_1_AJ866988	beta-lactam
blaTEM-131_1_AY436361	beta-lactam
blaTEM-132_1_AY491682	beta-lactam
blaTEM-133_1_AY528425	beta-lactam
blaTEM-134_1_AY574271	beta-lactam
blaTEM-135_1_GQ896333	beta-lactam
blaTEM-136_1_AY826417	beta-lactam
blaTEM-137_1_AM286274	beta-lactam
blaTEM-138_1_AY853593	beta-lactam
blaTEM-139_1_DQ072853	beta-lactam
blaTEM-141_1_AY956335	beta-lactam
blaTEM-142_1_DQ388882	beta-lactam
blaTEM-143_1_DQ075245	beta-lactam
blaTEM-144_1_AM049400	beta-lactam
blaTEM-145_1_DQ105528	beta-lactam
blaTEM-146_1_DQ105529	beta-lactam
blaTEM-147_1_DQ279850	beta-lactam
blaTEM-148_1_AM087454	beta-lactam
blaTEM-149_1_DQ369751	beta-lactam
blaTEM-150_1_AM183304	beta-lactam
blaTEM-151_1_DQ834729	beta-lactam
blaTEM-152_1_DQ834728	beta-lactam
blaTEM-153_1_KC149518	beta-lactam
blaTEM-154_1_FJ807656	beta-lactam
blaTEM-155_1_DQ679961	beta-lactam
blaTEM-156_1_AM941159	beta-lactam
blaTEM-157_1_DQ909059	beta-lactam
blaTEM-158_1_EF534736	beta-lactam
blaTEM-159_1_EF136376	beta-lactam
blaTEM-160_1_EF136377	beta-lactam
blaTEM-162_1_EF468463	beta-lactam
blaTEM-163_1_EU815939	beta-lactam
blaTEM-164_1_EU274580	beta-lactam
blaTEM-166_1_FJ197316	beta-lactam
blaTEM-167_1_FJ360884	beta-lactam
blaTEM-168_1_FJ919776	beta-lactam
blaTEM-169_1_KP012538	beta-lactam
blaTEM-171_1_GQ149347	beta-lactam
blaTEM-176_1_GU550123	beta-lactam
blaTEM-177_1_FN652295	beta-lactam
blaTEM-178_1_X97254	beta-lactam
blaTEM-181_1_KM977568	beta-lactam
blaTEM-182_1_HQ317449	beta-lactam
blaTEM-183_1_HQ529916	beta-lactam
blaTEM-184_1_FR848831	beta-lactam
blaTEM-185_1_JF795538	beta-lactam
blaTEM-186_1_JN227084	beta-lactam
blaTEM-187_1_HM246246	beta-lactam
blaTEM-188_1_JN211012	beta-lactam
blaTEM-189_1_JN254627	beta-lactam
blaTEM-190_1_JN416112	beta-lactam
blaTEM-191_1_KY432484	beta-lactam
blaTEM-193_1_JN935135	beta-lactam
blaTEM-194_1_JN935136	beta-lactam
blaTEM-195_1_JN935137	beta-lactam
blaTEM-196_1_JQ034306	beta-lactam
blaTEM-197_1_HQ877606	beta-lactam
blaTEM-198_1_AB700703	beta-lactam
blaTEM-201_1_JX310327	beta-lactam
blaTEM-205_1_KC900516	beta-lactam
blaTEM-206_1_KC783461	beta-lactam
blaTEM-207_1_KC818234	beta-lactam
blaTEM-208_1_KC865667	beta-lactam
blaTEM-209_1_KF240808	beta-lactam
blaTEM-210_1_KJ484630	beta-lactam
blaTEM-211_1_KF513179	beta-lactam
blaTEM-212_1_KF481968	beta-lactam
blaTEM-213_1_LJEE02000034	beta-lactam
blaTEM-214_1_KP050491	beta-lactam
blaTEM-215_1_KP050492	beta-lactam
blaTEM-216_1_KF944358	beta-lactam
blaTEM-217_1_HG934763	beta-lactam
blaTEM-219_1_KM114268	beta-lactam
blaTEM-220_1_KM998962	beta-lactam
blaTEM-224_1_KU664545	beta-lactam
blaTEM-225_1_KY432403	beta-lactam
blaTEM-226_1_KY646301	beta-lactam
blaTEM-227_1_KY418040	beta-lactam
blaTEM-229_1_MG821356	beta-lactam
blaTEM-230_1_MG821377	beta-lactam
blaTEM-231_1_MG821378	beta-lactam
blaTEM-232_1_MH079593	beta-lactam
blaTEM-233_1_MH270416	beta-lactam
blaTEM-234_1_MH243353	beta-lactam
blaSHV-1_1_AF148850	beta-lactam
blaSHV-1b-b_1_DQ166783	beta-lactam
blaSHV-2_1_AF148851	beta-lactam
blaSHV-2a_1_X98102	beta-lactam
blaSHV-3_1_KX092356	beta-lactam
blaSHV-5_1_X55640	beta-lactam
blaSHV-7_1_U20270	beta-lactam
blaSHV-8_1_U92041	beta-lactam
blaSHV-9_1_S82452	beta-lactam
blaSHV-11_1_X98101	beta-lactam
blaSHV-12_1_KF976405	beta-lactam
blaSHV-13_1_AF164577	beta-lactam
blaSHV-14_1_AF226622	beta-lactam
blaSHV-15_1_AJ011428	beta-lactam
blaSHV-16_1_AF072684	beta-lactam
blaSHV-18_1_AF132290	beta-lactam
blaSHV-24_1_AB023477	beta-lactam
blaSHV-25_1_AF208796	beta-lactam
blaSHV-26_1_AF227204	beta-lactam
blaSHV-27_1_AF293345	beta-lactam
blaSHV-28_1_AF299299	beta-lactam
blaSHV-29_1_AF301532	beta-lactam
blaSHV-30_1_AY661885	beta-lactam
blaSHV-31_1_AY277255	beta-lactam
blaSHV-32_1_AY037778	beta-lactam
blaSHV-33_1_AY037779	beta-lactam
blaSHV-34_1_AY036620	beta-lactam
blaSHV-35_1_AY070258	beta-lactam
blaSHV-36_1_AF467947	beta-lactam
blaSHV-37_1_AF467948	beta-lactam
blaSHV-38_1_AY079099	beta-lactam
blaSHV-40_1_AF535128	beta-lactam
blaSHV-41_1_AF535129	beta-lactam
blaSHV-42_1_AF535130	beta-lactam
blaSHV-43_1_AY065991	beta-lactam
blaSHV-44_1_AY259119	beta-lactam
blaSHV-45_1_AF547625	beta-lactam
blaSHV-46_1_AY210887	beta-lactam
blaSHV-48_1_AY263404	beta-lactam
blaSHV-49_1_AY528718	beta-lactam
blaSHV-50_1_AY288915	beta-lactam
blaSHV-51_1_AY289548	beta-lactam
blaSHV-52_1_HQ845196	beta-lactam
blaSHV-55_1_DQ054528	beta-lactam
blaSHV-56_1_EU586041	beta-lactam
blaSHV-57_1_AY223863	beta-lactam
blaSHV-59_1_AY790341	beta-lactam
blaSHV-60_1_AB302939	beta-lactam
blaSHV-61_1_AJ866284	beta-lactam
blaSHV-62_1_AJ866285	beta-lactam
blaSHV-63_1_EU342351	beta-lactam
blaSHV-64_1_DQ174304	beta-lactam
blaSHV-65_1_DQ174305	beta-lactam
blaSHV-66_1_DQ174306	beta-lactam
blaSHV-67_1_DQ174307	beta-lactam
blaSHV-69_1_DQ174308	beta-lactam
blaSHV-70_1_DQ013287	beta-lactam
blaSHV-71_1_AM176546	beta-lactam
blaSHV-72_1_AM176547	beta-lactam
blaSHV-73_1_AM176548	beta-lactam
blaSHV-74_1_AM176549	beta-lactam
blaSHV-75_1_AM176550	beta-lactam
blaSHV-76_1_AM176551	beta-lactam
blaSHV-77_1_EF373975	beta-lactam
blaSHV-78_1_AM176553	beta-lactam
blaSHV-79_1_AM176554	beta-lactam
blaSHV-80_1_AM176555	beta-lactam
blaSHV-81_1_AM176556	beta-lactam
blaSHV-82_1_AM176557	beta-lactam
blaSHV-85_1_DQ322460	beta-lactam
blaSHV-86_1_DQ328802	beta-lactam
blaSHV-89_1_DQ193536	beta-lactam
blaSHV-92_1_DQ836922	beta-lactam
blaSHV-93_1_EF373969	beta-lactam
blaSHV-94_1_EF373970	beta-lactam
blaSHV-95_1_EF373972	beta-lactam
blaSHV-96_1_EF373971	beta-lactam
blaSHV-97_1_EF373973	beta-lactam
blaSHV-98_1_AM941844	beta-lactam
blaSHV-99_1_AM941845	beta-lactam
blaSHV-100_1_AM941846	beta-lactam
blaSHV-101_1_EU155018	beta-lactam
blaSHV-102_1_EU024485	beta-lactam
blaSHV-103_1_EU032604	beta-lactam
blaSHV-104_1_EU274581	beta-lactam
blaSHV-105_1_FJ194944	beta-lactam
blaSHV-106_1_AM922307	beta-lactam
blaSHV-107_1_AM922308	beta-lactam
blaSHV-108_1_AM922309	beta-lactam
blaSHV-109_1_EU418913	beta-lactam
blaSHV-110_1_HQ877615	beta-lactam
blaSHV-111_1_AB372881	beta-lactam
blaSHV-119_1_JX192924	beta-lactam
blaSHV-120_1_JF812965	beta-lactam
blaSHV-121_1_GQ428198	beta-lactam
blaSHV-128_1_GU932590	beta-lactam
blaSHV-129_1_GU827715	beta-lactam
blaSHV-132_1_GU981741	beta-lactam
blaSHV-133_1_AB551737	beta-lactam
blaSHV-134_1_HM559945	beta-lactam
blaSHV-135_1_HQ637576	beta-lactam
blaSHV-137_1_HQ661363	beta-lactam
blaSHV-141_1_JQ388884	beta-lactam
blaSHV-142_1_JQ029959	beta-lactam
blaSHV-143_1_JQ341060	beta-lactam
blaSHV-144_1_JQ926986	beta-lactam
blaSHV-145_1_JX013655	beta-lactam
blaSHV-147_1_JX121114	beta-lactam
blaSHV-148_1_JX121115	beta-lactam
blaSHV-149_1_JX121116	beta-lactam
blaSHV-150_1_JX121117	beta-lactam
blaSHV-151_1_JX121118	beta-lactam
blaSHV-152_1_JX121119	beta-lactam
blaSHV-153_1_JX121120	beta-lactam
blaSHV-154_1_JX121121	beta-lactam
blaSHV-155_1_JX121122	beta-lactam
blaSHV-156_1_JX121123	beta-lactam
blaSHV-157_1_JX121124	beta-lactam
blaSHV-158_1_JX121125	beta-lactam
blaSHV-159_1_JX121126	beta-lactam
blaSHV-160_1_JX121127	beta-lactam
blaSHV-161_1_JX121128	beta-lactam
blaSHV-162_1_JX121129	beta-lactam
blaSHV-163_1_JX121130	beta-lactam
blaSHV-164_1_HE981194	beta-lactam
blaSHV-165_1_JX121131	beta-lactam
blaSHV-168_1_JX870080	beta-lactam
blaSHV-172_1_KF513177	beta-lactam
blaSHV-173_1_KF513178	beta-lactam
blaSHV-178_1_KF705209	beta-lactam
blaSHV-179_1_KF705208	beta-lactam
blaSHV-180_1_KP050487	beta-lactam
blaSHV-182_1_KP050489	beta-lactam
blaSHV-183_1_HG934764	beta-lactam
blaSHV-185_1_KM233164	beta-lactam
blaSHV-186_1_KM233165	beta-lactam
blaSHV-187_1_LN515533	beta-lactam
blaSHV-188_1_LN515534	beta-lactam
blaSHV-189_1_KP050494	beta-lactam
blaSHV-190_1_KP868753	beta-lactam
blaSHV-191_1_KP868754	beta-lactam
blaSHV-193_1_KR347170	beta-lactam
blaSHV-194_1_KX421191	beta-lactam
blaSHV-195_1_KX619652	beta-lactam
blaSHV-196_1_KX714286	beta-lactam
blaSHV-197_1_KT946904	beta-lactam
blaSHV-198_1_MF281086	beta-lactam
blaSHV-199_1_MF373391	beta-lactam
blaSHV-200_1_MF871643	beta-lactam
blaSHV-203_1_MG028656	beta-lactam
blaSHV-204_1_MH243356	beta-lactam
blaVMB-1_1_MN719868	beta-lactam
blaVMB-2_1_MN865127	beta-lactam
blaLMB-1_1_MH475146	beta-lactam
blaPAU-1_1_MH053445	beta-lactam
blaKPC-41_1_MK497255	beta-lactam
blaKPC-36_1_MH593787	beta-lactam
blaKPC-40_1_NG_064726:101-988	beta-lactam
blaKPC-37_1_MH718730	beta-lactam
blaKPC-38_1_MK098861	beta-lactam
blaKPC-39_1_MK118771	beta-lactam
blaKLUC-3_1_JX185316	beta-lactam
blaKLUC-4_1_JX185317	beta-lactam
blaKLUC-2_1_EF057432	beta-lactam
sul1_10_DQ143913	folate pathway antagonist
sul1_11_DQ914960	folate pathway antagonist
sul1_14_AJ517791	folate pathway antagonist
sul1_15_EF667294	folate pathway antagonist
sul1_17_AM746675	folate pathway antagonist
sul1_18_AY260546	folate pathway antagonist
sul1_19_DQ125241	folate pathway antagonist
